,user_name,roll_belt,pitch_belt,yaw_belt,total_accel_belt,gyros_belt_x,gyros_belt_y,gyros_belt_z,accel_belt_x,accel_belt_y,accel_belt_z,magnet_belt_x,magnet_belt_y,magnet_belt_z,roll_arm,pitch_arm,yaw_arm,total_accel_arm,gyros_arm_x,gyros_arm_y,gyros_arm_z,accel_arm_x,accel_arm_y,accel_arm_z,magnet_arm_x,magnet_arm_y,magnet_arm_z,roll_dumbbell,pitch_dumbbell,yaw_dumbbell,total_accel_dumbbell,gyros_dumbbell_x,gyros_dumbbell_y,gyros_dumbbell_z,accel_dumbbell_x,accel_dumbbell_y,accel_dumbbell_z,magnet_dumbbell_x,magnet_dumbbell_y,magnet_dumbbell_z,roll_forearm,pitch_forearm,yaw_forearm,total_accel_forearm,gyros_forearm_x,gyros_forearm_y,gyros_forearm_z,accel_forearm_x,accel_forearm_y,accel_forearm_z,magnet_forearm_x,magnet_forearm_y,magnet_forearm_z,classe
3068,carlitos,0.97,7.53,-93.2,3,0,0,-0.05,-20,4,26,4,613,-305,73.1,22.7,76.7,31,-1.78,0.83,0.13,-253,166,-33,-185,375,547,88.18719386,0,68.89243882,2,-0.08,0.05,0.25,0,17,14,-541,310,-35,72,-32.2,163,45,0.03,-2.81,-1.03,139,362,-205,-274,740,553,A
3069,carlitos,0.95,7.51,-93.2,4,0,0,-0.05,-17,3,30,8,610,-303,72.5,20.9,74.9,31,-1.93,0.93,0.13,-248,169,-28,-142,366,562,73.80436997,18.04014485,80.04909986,2,0,0.03,0.28,4,15,16,-541,319,-32,71.4,-28.4,162,44,0.13,-2.97,-0.94,137,354,-200,-296,741,562,A
3070,carlitos,0.91,7.46,-93.2,3,0,-0.02,-0.03,-22,2,25,8,605,-303,71.4,13.9,68.4,29,-2.25,1.2,0.25,-231,171,-15,-5,355,548,72.65829135,-14.03167113,82.45579897,3,0.11,0.05,0.08,-4,19,21,-541,315,-46,69.6,-16,158,41,0.42,-3.34,-0.67,64,348,-198,-425,738,609,A
3071,carlitos,0.88,7.41,-93.3,3,-0.02,0,-0.03,-16,4,27,4,605,-305,71,8.9,64.3,29,-2.34,1.4,0.07,-208,191,-5,80,351,538,107.4373573,18.42261429,45.52044825,3,0.31,0.16,-0.21,5,24,12,-535,309,-47,67.9,-7.68,156,40,0.22,-3.32,-0.92,49,341,-197,-493,718,620,A
3072,carlitos,0.87,7.35,-93.3,3,0,-0.02,-0.03,-14,2,28,2,612,-300,70.7,6.29,62.3,28,-2.41,1.49,-0.08,-196,190,3,100,342,534,85.57863269,60.20279054,33.66748194,2,0.22,0.19,-0.02,12,16,7,-544,319,-47,66.8,-3.85,154,39,0.14,-3.34,-1.02,28,329,-200,-530,690,643,A
3073,carlitos,0.87,7.28,-93.3,4,0,-0.02,-0.02,-21,5,27,7,608,-298,70.3,3.11,60,27,-2.47,1.59,-0.23,-190,190,6,165,322,543,97.99235766,25.17884763,52.16056137,1,0.13,0.16,0.18,3,10,6,-537,326,-53,65.4,0.05,153,37,0.08,-3.31,-1.08,16,308,-197,-573,667,652,A
3074,carlitos,0.72,7.46,-93.2,4,0.1,0,-0.02,-18,1,30,9,606,-287,68.8,-24,37.2,14,-2.68,1.38,-0.51,-44,111,-63,572,95,376,104.8970383,22.48086509,46.21120959,4,-0.1,0.27,0.08,9,35,18,-523,329,-64,50.8,33.2,134,28,0.37,-3.16,-0.49,-118,174,-173,-696,323,621,A
3075,carlitos,0.71,7.53,-93.2,4,0.1,0,-0.02,-26,4,31,6,603,-304,69,-25.3,34.6,13,-2.65,1.35,-0.51,-33,107,-61,614,64,336,84.76962765,38.42662497,57.67213659,3,-0.14,0.31,0.2,11,22,16,-519,344,-54,48.7,36.6,131,27,0.43,-3.12,-0.44,-111,163,-170,-693,265,602,A
3076,carlitos,0.74,7.76,-93.2,4,0.06,0.02,-0.03,-24,2,29,11,606,-302,69.6,-28.3,29.3,11,-2.55,1.27,-0.44,-1,89,-65,670,18,278,102.3175321,23.50022336,48.44145147,1,-0.13,0.26,0.16,3,11,6,-516,346,-41,43.4,43.5,125,27,0.4,-3.23,-0.3,-176,112,-165,-676,163,557,A
3077,carlitos,0.75,7.82,-93.1,4,0.05,0.02,-0.02,-23,3,30,7,609,-307,70.1,-30,26.8,12,-2.49,1.24,-0.38,9,87,-83,705,-5,239,-9.966865249,63.97841737,92.07070267,1,-0.1,0.18,0.1,6,-1,8,-517,344,-60,39.9,46.6,120,28,0.27,-3.18,-0.36,-181,112,-174,-663,97,533,A
3078,carlitos,0.82,7.89,-93.1,4,0.03,0,0,-21,3,30,6,607,-303,72.1,-34.3,21,15,-2.46,1.25,-0.41,39,88,-108,724,-38,186,-117.6005207,-31.27667219,23.28681783,1,-0.06,-0.06,-0.18,-4,-12,3,-521,360,-56,31.4,51,111,28,-0.11,-2.95,-0.67,-195,73,-173,-626,16,499,A
3079,carlitos,0.85,7.88,-93.1,4,0.02,0,0,-22,1,30,4,608,-306,73.5,-36.7,17.7,15,-2.42,1.24,-0.51,61,82,-112,740,-53,166,62.28881675,-39.94614344,79.38019204,2,-0.06,-0.14,-0.36,-6,9,11,-518,347,-36,25.9,52.5,105,26,-0.24,-2.86,-0.8,-179,36,-171,-614,-21,490,A
3080,carlitos,0.86,7.89,-93.1,4,0.02,0,0,-21,2,28,8,608,-301,75.1,-39.1,14.2,17,-2.39,1.19,-0.54,76,67,-127,749,-86,123,101.6220001,36.20779022,40.0240657,3,-0.05,-0.13,-0.41,10,24,11,-518,351,-52,20.5,53.7,99.8,23,-0.26,-2.68,-0.92,-151,15,-169,-590,-70,478,A
3081,carlitos,0.9,7.9,-93.1,4,0.03,0.02,0.02,-19,2,30,9,600,-288,76.7,-41.3,10.9,18,-2.33,1.16,-0.54,88,60,-139,760,-103,92,85.50431857,62.72377404,29.78392402,2,-0.05,-0.11,-0.36,14,18,7,-517,348,-29,14.8,55.8,94.1,23,-0.14,-2.62,-0.95,-155,-24,-166,-561,-125,454,A
3082,carlitos,0.96,7.9,-93.1,3,0.03,0.02,0.03,-19,2,28,7,607,-301,79,-43.8,6.96,20,-2.28,1.14,-0.52,102,50,-160,763,-123,63,50.50406291,63.2748835,70.11855549,2,-0.03,-0.14,-0.38,11,9,12,-521,339,-27,8.7,57.5,88.1,24,-0.06,-2.5,-0.82,-165,-50,-166,-546,-154,434,A
3083,carlitos,1.01,7.89,-93.1,3,0.03,0,0.03,-19,7,25,10,602,-304,82,-46.5,2.53,21,-2.28,1.16,-0.59,107,47,-173,766,-142,41,103.030894,13.58051633,51.94733715,2,-0.03,-0.19,-0.36,3,19,11,-518,340,-41,3.02,58.3,82.5,24,0.02,-2.3,-0.69,-153,-59,-168,-516,-190,413,A
3084,carlitos,1.16,7.95,-93.1,3,0.06,0,0,-17,4,28,2,599,-304,89.8,-51.6,-8.1,24,-2.28,1.2,-0.72,120,20,-202,759,-177,-27,0,0,0,1,0.02,-0.22,-0.28,0,-10,0,-518,339,-38,-10.2,60.5,69.1,24,0.39,-2.15,-0.39,-153,-72,-158,-475,-252,365,A
3085,carlitos,1.29,8.13,-93.2,3,0.08,-0.02,0.02,-22,5,22,13,602,-308,112,-57.5,-34.7,30,-2.12,0.98,-0.39,115,-22,-266,717,-238,-160,119.9905038,0,37.08912888,2,0.02,-0.08,-0.05,0,18,7,-524,332,-9,-33.6,59.6,44.1,31,0.39,-2.17,-0.33,-196,-119,-196,-369,-369,279,A
3086,carlitos,1.37,8.24,-93.2,3,0.05,-0.02,0,-24,6,20,8,602,-307,121,-56.9,-45.3,34,-1.89,0.61,0.1,111,-52,-313,688,-265,-200,67.47409422,0,89.60553846,1,-0.05,-0.05,0.15,0,8,10,-532,327,-30,-40,56.6,38.7,32,-0.51,-1.33,-0.84,-138,-174,-226,-322,-418,241,A
3087,carlitos,1.45,8.29,-93.3,3,-0.02,-0.02,-0.02,-24,2,21,5,603,-306,128,-55.2,-51.1,36,-1.24,0.02,0.66,109,-60,-335,678,-266,-227,34.89185573,-22.99421052,114.7365495,2,-0.13,-0.08,0.16,-4,6,16,-530,326,-30,-41.4,53.7,39.9,35,-1.14,-0.22,-0.9,-93,-234,-226,-298,-441,224,A
3088,carlitos,1.43,8.26,-93.3,3,-0.03,-0.02,-0.02,-21,2,21,11,606,-293,130,-54.3,-52.1,37,-0.8,-0.26,0.82,112,-59,-340,665,-263,-232,20.63883145,-10.26432443,133.9628475,2,-0.13,-0.06,0.1,-2,4,19,-535,329,-31,-40.6,53.1,42.1,35,-1.12,0.47,-0.77,-73,-251,-217,-299,-439,219,A
3089,carlitos,1.42,8.18,-93.3,3,-0.05,0,-0.02,-22,2,22,12,603,-304,131,-53.6,-52,37,-0.39,-0.43,0.8,119,-48,-335,663,-264,-234,17.20668516,17.20668516,132.6225141,2,-0.08,-0.08,0.03,3,3,17,-528,324,-17,-38.7,53,45.1,34,-0.92,1,-0.44,-62,-260,-192,-307,-432,233,A
3090,carlitos,1.42,8.09,-93.3,3,-0.06,0,0,-22,3,21,8,611,-307,131,-53.1,-51.2,37,-0.02,-0.55,0.66,130,-39,-332,663,-268,-245,-48.44145147,23.50022336,102.3175321,1,-0.02,-0.14,-0.07,3,-6,11,-534,316,-22,-36.4,53.5,48,31,-0.58,1.25,0.02,-58,-238,-172,-328,-413,249,A
3091,carlitos,1.48,7.79,-93.3,3,-0.06,-0.02,0,-18,4,23,-1,610,-304,129,-53.1,-46.4,36,0.77,-0.34,0.02,153,-8,-318,685,-250,-224,78.53981634,-33.92247615,67.37459091,2,0.03,-0.18,-0.1,-8,17,15,-536,309,-24,-27.2,57,56.1,27,0.34,1.73,0.79,-144,-153,-162,-406,-347,315,A
3092,carlitos,1.52,7.67,-93.3,3,-0.06,0,0.02,-20,4,21,7,601,-309,127,-53.5,-44.7,35,0.9,-0.26,-0.13,154,-6,-305,697,-254,-196,63.98932021,-32.73349691,82.55256135,2,0.03,-0.13,-0.05,-7,13,16,-539,314,-26,-22.9,58.5,59.9,27,0.29,1.94,0.75,-156,-130,-171,-409,-330,314,A
3093,carlitos,1.54,7.57,-93.3,3,-0.06,0,0,-20,2,22,6,599,-296,125,-54,-42.4,34,1.09,-0.27,-0.15,152,-8,-297,697,-260,-183,60.83906358,8.174065319,95.53166181,2,0.03,-0.11,0.02,2,14,20,-538,318,-31,-17.9,59.7,64.6,28,0.18,2.07,0.64,-184,-88,-178,-450,-291,335,A
3094,carlitos,1.58,7.41,-93.3,3,-0.05,0.02,0.03,-16,4,22,7,604,-306,122,-55,-37.1,33,1.28,-0.37,0.1,135,-14,-294,715,-246,-175,47.88279984,29.75698609,99.3072385,2,0.05,-0.1,0.05,7,11,20,-541,310,-30,-6.58,60.6,75.9,27,-0.26,2.47,0.36,-183,-46,-189,-493,-223,375,A
3095,carlitos,1.72,7.24,-93.3,3,-0.02,0.02,0,-19,4,24,2,598,-297,115,-55.5,-26.6,27,1.51,-0.77,0.67,130,-8,-232,741,-222,-106,91.8269665,6.360705479,64.83344378,3,0.11,-0.06,0.08,2,25,19,-548,305,-39,10.8,59.3,94.3,27,-0.56,2.55,0.21,-185,-54,-176,-573,-115,441,A
3096,carlitos,1.76,7.2,-93.2,3,0.02,0,0.02,-15,4,23,1,603,-310,113,-55.7,-20.5,25,1.64,-0.96,0.77,132,9,-210,756,-205,-39,97.1344987,3.753814654,59.79386492,3,0.03,-0.02,0.05,1,22,15,-545,306,-41,21.9,57.2,105,21,-0.42,2.65,0.49,-132,2,-163,-606,-29,492,A
3097,carlitos,1.77,7.16,-93.2,3,0.02,0,0,-19,6,20,0,602,-300,112,-55.7,-17.2,25,1.64,-1.01,0.67,128,14,-211,760,-195,-34,114.2905926,10.9399267,41.1878013,3,0.03,0.02,0.07,3,25,11,-551,306,-44,27.5,57.2,110,22,-0.31,2.39,0.72,-145,-13,-157,-635,24,523,A
3098,carlitos,1.79,7.17,-93.3,3,0.02,0,-0.02,-20,6,20,4,598,-308,111,-55.7,-14.4,24,1.67,-1.04,0.56,127,20,-201,765,-166,-6,89.6912248,11.18622603,66.1067893,2,0,0.03,0.05,2,14,11,-550,303,-40,33.4,56.5,115,24,-0.26,2.71,0.94,-162,-6,-167,-645,56,539,A
3099,carlitos,1.77,7.18,-93.2,3,0.02,0,-0.05,-18,5,21,2,605,-312,109,-55.6,-11,23,1.72,-1.06,0.46,125,25,-190,769,-160,22,83.60465341,21.36205913,68.93020395,2,-0.02,0.05,0.05,4,14,12,-543,307,-36,39.5,54.9,120,25,-0.14,3.1,1,-168,51,-167,-670,127,565,A
3100,carlitos,1.74,7.2,-93.3,3,0.03,0,-0.05,-18,2,23,3,598,-312,107,-55.5,-7.53,23,1.78,-1.08,0.41,118,31,-192,767,-139,50,98.9801995,22.47998832,52.53899404,2,0.02,0.05,0.05,4,15,9,-543,308,-29,44.9,52.9,125,24,-0.02,2.63,1.03,-144,99,-160,-672,152,579,A
3101,carlitos,1.7,7.2,-93.3,3,0.03,0,-0.03,-17,2,24,7,607,-294,105,-55.2,-4.03,21,1.81,-1.09,0.33,115,51,-162,769,-129,68,77.24284093,16.1752866,77.24284093,2,0,0.06,0.08,3,13,13,-543,306,-40,49.6,50.7,128,30,-0.14,2.46,1.13,-186,126,-182,-683,209,605,A
3102,carlitos,1.67,7.22,-93.2,3,0.05,0,-0.02,-18,3,24,8,615,-314,103,-54.7,0.12,20,1.91,-1.12,0.28,110,49,-154,764,-95,106,41.76527692,5.072376105,114.9687462,2,0,0.05,0.1,1,8,18,-548,305,-25,53.3,47.3,130,31,-0.29,2.95,0.89,-176,169,-185,-696,265,619,A
3103,carlitos,1.66,7.25,-93.2,3,0.05,0,-0.02,-19,2,24,3,606,-300,99.9,-54.2,4.29,20,1.99,-1.12,0.25,93,63,-157,758,-91,128,-12.81255805,25.84171975,128.1044625,2,-0.03,0,0.05,4,-2,15,-546,315,-41,56.1,43.7,133,29,-0.37,3.21,0.56,-138,188,-168,-702,301,635,A
3104,carlitos,1.66,7.26,-93.2,3,0.03,0,0,-20,1,26,4,609,-308,97.1,-53.1,8.43,18,1.99,-1.14,0.2,90,73,-134,748,-53,171,0,-19.73955598,137.3400767,1,-0.02,-0.03,-0.03,-2,0,10,-545,307,-41,58.2,39.8,134,30,-0.61,3.13,0.51,-135,211,-154,-698,365,669,A
3105,carlitos,1.74,7.36,-93.3,3,0.02,-0.02,0.02,-22,8,21,4,608,-315,88.5,-48.4,21.1,15,2.09,-1.28,0.26,73,87,-93,705,-8,238,-108.3,-41.3,24.3,1,0.06,-0.14,-0.25,-5,-11,3,-541,307,-33,63.9,29.3,136,25,-0.31,2.91,1.13,-60,187,-142,-684,500,716,A
3106,carlitos,1.77,7.39,-93.3,3,0.02,-0.02,-0.02,-23,7,21,2,603,-316,85.7,-46.5,25,15,2.12,-1.32,0.26,52,98,-95,692,12,254,-21.36205913,-21.36205913,126.6300036,1,0.1,-0.16,-0.36,-2,-2,9,-546,301,-37,66.4,25.6,138,30,-0.06,2.99,1.23,-57,252,-150,-670,540,706,A
3107,carlitos,1.79,7.44,-93.3,3,0.02,0,-0.03,-23,4,23,8,605,-294,83,-43.9,29,15,2.09,-1.3,0.21,44,101,-90,674,39,286,58.23306412,-58.23306412,67.96738189,1,0.16,-0.11,-0.36,-7,7,8,-548,297,-38,68.2,22.5,138,37,-0.14,2.59,1.05,-124,296,-163,-660,564,706,A
3108,carlitos,1.71,7.7,-93.2,4,0.14,0.02,-0.02,-20,0,28,2,606,-314,72.6,-28.3,44.6,15,2.23,-1.43,0.07,-19,139,-42,528,142,404,123.9841439,-32.07139242,7.889285443,1,0.34,0.13,-0.33,-4,12,1,-543,300,-36,74.9,6.91,140,40,-0.13,2.36,0.82,-57,350,-159,-564,686,690,A
3109,carlitos,1.71,8,-93.2,4,0.14,0,0.02,-24,7,24,10,606,-315,69.9,-22.4,49.2,16,2.06,-1.27,-0.26,-50,150,-26,469,172,456,76.57852911,-76.57852911,19.93472077,1,0.42,0.22,-0.33,-7,7,2,-549,305,-44,76.6,1.42,140,37,-0.37,2.14,0.64,-33,329,-159,-520,704,685,A
3110,carlitos,1.74,8.14,-93.2,3,0.11,0,-0.02,-25,6,22,16,604,-317,68.9,-20.1,51.2,16,2.04,-1.19,-0.34,-49,150,-28,427,202,464,137.1449119,-14.04897018,14.04897018,1,0.43,0.27,-0.31,-1,7,1,-543,306,-47,77.4,-1.45,140,36,-0.31,2.12,0.61,-5,318,-161,-490,727,671,A
3111,carlitos,1.75,8.32,-93.2,3,0.05,0,-0.03,-26,6,21,15,607,-320,67.3,-15.3,54.9,16,2.02,-1.22,-0.16,-64,148,-5,363,226,496,129.2496668,-27.8299659,0,1,0.42,0.27,-0.3,-2,7,0,-544,311,-43,79.4,-6.36,141,35,0.08,1.89,0.94,31,301,-167,-447,735,656,A
3112,carlitos,1.73,8.39,-93.2,3,0.03,0,-0.05,-23,3,25,10,598,-313,66.8,-13,56.6,19,1.86,-1.17,-0.11,-87,165,-13,335,225,504,119.028995,38.05063771,0,1,0.43,0.29,-0.25,4,10,0,-541,317,-48,80.5,-8.69,142,36,0.16,1.86,1,20,304,-184,-415,748,635,A
3113,carlitos,1.71,8.39,-93.2,3,0.02,0,-0.02,-22,3,22,6,600,-318,66.5,-10.7,58.3,19,1.81,-1.14,-0.07,-85,165,14,296,250,531,95.53166181,42.05343353,-42.05343353,1,0.45,0.29,-0.26,5,10,-5,-537,320,-53,81.5,-11.1,142,38,0.14,1.98,0.94,33,312,-204,-405,740,609,A
3114,carlitos,1.68,8.37,-93.2,3,0,0,-0.03,-21,4,22,7,603,-314,66.2,-8.75,59.8,20,1.8,-1.11,-0.1,-104,163,-5,253,255,536,77.05444936,40.93519194,-63.97841737,1,0.45,0.29,-0.3,4,7,-6,-542,317,-57,82.4,-13.6,142,38,0.1,1.96,0.8,26,307,-204,-376,743,601,A
3115,carlitos,1.64,8.35,-93.2,3,0,0,-0.05,-21,3,22,7,608,-309,65.8,-6.83,61.3,20,1.73,-1.01,-0.2,-109,163,-15,234,257,538,112.2674957,36.88093077,-24.27127104,2,0.37,0.34,-0.3,6,15,-4,-537,328,-58,83.1,-16.1,143,40,-0.05,2.06,0.64,45,324,-209,-357,743,593,A
3116,carlitos,1.59,8.32,-93.2,3,0,0.02,-0.05,-21,3,21,11,600,-314,65.4,-4.87,62.9,19,1.73,-0.95,-0.28,-111,153,-23,195,274,553,126.0951687,19.1647195,-24.04042168,2,0.26,0.4,-0.23,4,20,-5,-539,328,-65,83.6,-18.8,143,41,-0.19,2.1,0.48,78,336,-211,-328,741,571,A
3117,carlitos,1.56,8.31,-93.2,3,0.02,0.02,-0.03,-18,1,24,8,604,-311,64.9,-2.99,64.6,19,1.81,-0.92,-0.34,-119,148,-12,172,276,565,91.90840609,52.00274911,-35.52585653,2,0.13,0.48,-0.18,10,16,-7,-533,335,-63,84.1,-21.5,143,41,-0.18,1.98,0.39,105,332,-206,-302,741,562,A
3118,carlitos,1.52,8.23,-93.2,3,0.02,0,0,-19,5,22,7,606,-302,63.7,6.37,73.9,26,1.93,-0.72,-0.23,-211,140,-25,-9,294,591,96.94949254,36.12031886,-45.75484394,3,-0.06,0.14,-0.1,12,28,-15,-519,353,-50,85.9,-32.2,142,40,-0.39,1.56,-0.08,113,315,-207,-191,729,542,A
3119,carlitos,1.53,8.21,-93.2,3,0.02,0,-0.02,-18,5,22,8,607,-302,63.8,8.2,76,27,1.86,-0.67,-0.18,-227,140,-27,-58,294,591,120.3622493,21.70885726,-29.12849284,4,-0.03,0.05,-0.07,9,39,-12,-520,353,-54,85.9,-34.2,141,41,-0.47,1.43,-0.26,120,321,-210,-182,727,532,A
3120,carlitos,1.55,8.17,-93.2,3,0.02,0,-0.02,-20,7,21,8,603,-309,64,9.73,77.8,28,1.81,-0.64,-0.11,-237,134,-34,-70,303,592,126.7466385,24.7214804,-17.21419925,4,-0.02,-0.03,0.03,10,39,-7,-524,357,-54,85.7,-36,140,38,-0.48,1.41,-0.46,142,283,-205,-154,724,539,A
3121,carlitos,1.56,8.15,-93.2,3,0.02,-0.02,-0.03,-19,4,21,4,607,-312,64.3,11.4,79.8,28,1.73,-0.64,-0.02,-241,124,-38,-110,313,588,130.7511125,22.25268842,-13.83754893,4,-0.05,-0.08,0.08,8,35,-5,-517,352,-33,85.4,-37.8,140,35,-0.43,1.27,-0.43,126,253,-200,-136,723,545,A
3122,carlitos,1.56,8.13,-93.2,3,0.02,0,-0.02,-20,2,24,5,604,-313,64.8,12.9,81.5,28,1.67,-0.67,0.15,-243,119,-39,-129,307,605,111.8599972,25.99135707,-36.11720526,3,-0.05,-0.13,0.08,8,28,-11,-519,357,-47,85.5,-39.2,139,36,-0.45,1.11,-0.21,146,253,-201,-133,711,543,A
3123,carlitos,1.54,8.11,-93.2,3,0.02,0,-0.02,-22,5,22,9,606,-311,65.6,14.6,83.3,29,1.61,-0.71,0.33,-251,117,-52,-165,313,588,119.0895395,6.63845604,-37.34684378,3,0,-0.18,0,2,28,-11,-517,348,-42,85.8,-40.5,139,37,-0.34,0.92,-0.05,169,248,-203,-116,711,538,A
3124,carlitos,1.55,8.13,-93.2,3,0.03,0,-0.02,-19,2,22,10,611,-306,68.1,17.9,86.6,30,1.49,-0.93,0.84,-262,110,-62,-223,333,559,128.9213784,21.5125892,-17.88438841,3,-0.1,-0.19,-0.08,6,27,-5,-524,340,-46,86.2,-42.5,139,36,-0.03,0.71,0.25,161,242,-208,-91,699,524,A
3125,carlitos,1.51,7.95,-93.3,3,-0.03,0,-0.02,-22,3,20,11,608,-308,77.1,25.4,93.8,33,0.77,-0.61,0.62,-276,162,-66,-346,380,494,133.9318963,16.29414786,16.29414786,2,-0.21,-0.26,0,3,18,3,-533,329,-39,86.7,-44.8,140,39,0.34,-0.03,0.39,171,267,-205,-70,691,497,A
3126,carlitos,1.48,7.74,-93.2,3,-0.08,0.02,-0.03,-19,0,23,1,599,-311,76.8,26,96.2,30,0.31,0.13,-0.75,-245,158,-54,-361,374,497,142.1334643,14.17385903,4.710557971,2,-0.22,-0.26,0,3,21,1,-531,326,-36,86.9,-43.3,143,43,0.45,-0.56,0.43,107,345,-220,-80,684,471,A
3127,carlitos,1.42,7.39,-93.2,3,-0.13,0,-0.03,-21,9,17,9,607,-316,74.4,25.1,97,31,-0.02,0.39,-1,-264,144,-48,-363,354,504,133.4901446,13.00066583,19.57080499,2,-0.26,-0.21,0.03,2,15,3,-544,310,-29,86.9,-40.5,143,46,0.05,-1.27,-0.07,88,385,-227,-109,696,478,A
3128,carlitos,1.45,7.21,-93.2,3,-0.16,0.02,-0.05,-26,7,17,8,600,-308,73.3,24.4,97,32,-0.31,0.47,-0.9,-280,144,-40,-357,360,518,94.03775135,-18.75077692,59.34600576,2,-0.27,-0.19,0.11,-3,13,9,-538,313,-28,86.6,-38.5,143,47,-0.18,-1.53,-0.44,107,393,-222,-134,705,493,A
3129,carlitos,1.34,6.86,-93.1,2,-0.05,0.02,-0.02,-10,13,16,0,603,-313,69.9,20.8,94.3,31,-1.36,0.66,-0.44,-272,137,-19,-300,348,555,0,-87.60580506,69.47382762,1,-0.18,-0.22,-0.08,-6,0,5,-548,309,-22,84.3,-30.1,141,45,-0.16,-2.5,-0.87,137,376,-196,-224,736,555,A
3130,carlitos,1.45,6.75,-93,3,-0.02,0.05,-0.07,-23,3,25,6,602,-303,68.3,17.3,90.9,31,-1.88,0.75,-0.1,-269,146,-10,-236,340,571,107.5491892,12.0265715,47.78916193,5,-0.16,0,0.38,6,44,23,-545,297,-19,82.5,-22.8,140,43,0.19,-2.89,-0.79,129,361,-181,-287,752,597,A
3131,carlitos,1.27,6.66,-92.9,3,0.02,0.03,-0.07,-16,5,24,11,600,-307,67.1,10.6,84.3,31,-2.54,1.01,0.1,-255,162,15,-114,326,579,88.86089076,-26.1709075,61.25547383,4,-0.16,0.02,0.2,-9,27,20,-544,310,-11,80.3,-9.98,140,43,0.47,-3.32,-0.56,79,362,-191,-417,743,628,A
3132,carlitos,1.22,6.65,-92.8,3,0.02,0.02,-0.07,-19,8,23,4,607,-287,66.5,4.99,79.2,30,-2.87,1.24,-0.07,-235,169,22,-7,318,583,16.4033941,42.05343353,111.5535193,1,-0.1,0.06,0.41,5,2,11,-541,315,-27,78.4,-1.44,140,43,0.26,-3.21,-0.85,47,362,-201,-482,725,644,A
3133,carlitos,1.22,6.67,-92.8,3,0.02,0.02,-0.07,-20,6,27,12,600,-293,66.2,1.83,76.5,29,-3,1.33,-0.15,-224,168,16,57,302,584,27.4,18.1,124,2,-0.14,0.02,0.23,4,6,21,-546,309,-22,77.3,2.27,139,42,0.13,-3.23,-1.03,31,355,-204,-526,700,666,A
3134,carlitos,1.19,6.68,-92.8,3,0.02,0,-0.07,-18,3,28,11,600,-302,66.1,-1.33,73.7,27,-3.12,1.41,-0.21,-203,169,17,106,295,569,123.0959417,4.715792899,33.62857407,4,-0.13,0.13,0.43,2,40,14,-539,306,-26,75.7,6.56,138,41,0.02,-3.29,-1.15,42,345,-203,-552,687,669,A
3135,carlitos,1.14,6.7,-92.7,3,0.03,0.02,-0.07,-17,0,28,3,611,-299,66,-4.4,71.1,25,-3.13,1.45,-0.28,-187,164,12,174,274,559,119.4518465,37.51143473,-2.818672664,4,-0.05,0.18,0.64,13,33,-1,-537,318,-18,74,10.8,137,39,0,-3.39,-1.16,36,325,-198,-590,659,678,A
3136,carlitos,1.07,6.71,-92.7,3,0.03,0,-0.05,-17,4,24,8,608,-304,66,-7.91,67.9,24,-3.13,1.45,-0.3,-174,158,1,203,258,552,-4.995839572,64.25656909,92.56335099,2,-0.1,0.1,0.52,12,-1,16,-537,324,-32,72.5,14.8,136,37,0.1,-3.47,-1.1,38,309,-194,-603,649,692,A
3137,carlitos,1.03,6.74,-92.7,3,0.05,0,-0.07,-17,6,23,5,604,-309,66.2,-11,65.2,22,-3.13,1.43,-0.31,-159,152,-3,273,243,542,-28.9873469,28.9873469,115.4663826,2,-0.21,0.05,0.3,5,-5,16,-536,317,-38,70.9,19.2,134,36,0.22,-3.52,-1.02,25,289,-195,-633,598,697,A
3138,carlitos,0.91,6.84,-92.7,3,0.02,0,-0.07,-19,0,28,15,611,-287,67.8,-20.7,55.7,18,-3.1,1.36,-0.36,-116,130,-34,447,177,477,-14.39963108,80.02008405,74.99760053,3,0.03,0.1,0.36,20,-4,19,-539,327,-33,64.9,31.8,129,29,0.05,-3.28,-0.92,-51,209,-185,-685,476,700,A
3139,carlitos,0.83,6.86,-92.7,3,0.03,-0.02,-0.07,-16,1,28,8,611,-294,68.6,-23.7,52.3,16,-2.99,1.32,-0.43,-96,123,-35,471,159,455,-31.24954065,34.86118559,109.3288675,3,-0.02,-0.05,0.11,10,-9,26,-532,324,-41,63,35.2,127,28,0.14,-3.2,-0.79,-41,204,-176,-697,447,696,A
3140,carlitos,0.78,6.86,-92.7,4,0.03,-0.02,-0.05,-18,5,30,6,605,-307,69.2,-26.2,49,15,-2.89,1.27,-0.52,-76,115,-49,520,128,424,55.34206236,-55.34206236,73.27897339,2,-0.16,-0.1,0.05,-11,11,14,-533,323,-29,60.9,39.3,125,26,0.35,-3.26,-0.61,-61,184,-170,-698,388,682,A
3141,carlitos,0.7,6.92,-92.8,3,0.03,-0.02,-0.07,-18,4,27,4,609,-295,69.2,-30,40.4,13,-2.68,1.3,-1,-35,102,-65,631,44,338,89.53036317,35.42041058,54.71623736,2,0.02,-0.05,-0.03,8,18,12,-536,323,-41,54.6,51.4,116,26,0.53,-3.29,-0.1,-138,133,-170,-690,226,609,A
